subid,slidenumber,condition,rawDT,age_months,milliDT,logDT,logDT_win,slide_num_adj,run,slide_type,pix_change,pix_adj
HB85,32,nothing,0.481,37,481,2.682145076,2.682145076,10,second,within,5664133.439,9.849981634
HB85,33,nothing,0.709,37,709,2.850646235,2.850646235,11,second,within,5079969.27,8.834114618
HB85,34,nothing,0.333,37,333,2.522444234,2.522444234,12,second,within,4574287.827,7.954729805
HB85,35,nothing,0.697,37,697,2.843232778,2.843232778,13,second,within,3920132.597,6.817147671
HB85,36,nothing,0.333,37,333,2.522444234,2.522444234,14,second,within,3760258.053,6.539124327
HB85,37,nothing,0.375,37,375,2.574031268,2.574031268,15,second,within,3688629.216,6.414561102
HB85,38,nothing,0.342,37,342,2.534026106,2.534026106,16,second,within,3413116.095,5.935441178
HB85,39,nothing,0.4,37,400,2.602059991,2.602059991,17,second,boundary,3009250.871,5.233115733
HB85,40,nothing,0.343,37,343,2.53529412,2.53529412,18,second,within,3632366.182,6.316719153
HB85,41,nothing,0.368,37,368,2.565847819,2.565847819,19,second,within,3885994.192,6.757780662
HE16,3,barrier,0.613,47,613,2.787460475,2.787460475,2,first,boundary,3561770.332,6.193952302
HE16,4,barrier,0.548,47,548,2.738780558,2.738780558,3,first,within,4271778.798,7.428663742
HE16,5,barrier,0.565,47,565,2.752048448,2.752048448,4,first,within,4651819.088,8.089557401
HE16,6,barrier,0.533,47,533,2.726727209,2.726727209,5,first,within,4089593.053,7.111841008
HE16,7,barrier,0.462,47,462,2.664641976,2.664641976,6,first,within,4506593.589,7.837008885
HE16,8,barrier,0.459,47,459,2.661812686,2.661812686,7,first,within,5074698.017,8.824947859
HE16,9,barrier,0.536,47,536,2.72916479,2.72916479,8,first,within,5223628.424,9.083939246
HE16,10,barrier,1.258,47,1258,3.099680641,3.099680641,9,first,boundary,4844785.612,8.425128012
HE16,11,barrier,0.558,47,558,2.746634199,2.746634199,10,first,within,5422821.596,9.430338056
HE16,12,barrier,0.582,47,582,2.764922985,2.764922985,11,first,within,4776043.282,8.30558445
HE16,13,barrier,0.493,47,493,2.692846919,2.692846919,12,first,within,4546110.525,7.90572921
HE16,14,barrier,0.881,47,881,2.944975908,2.944975908,13,first,within,4210393.209,7.321913622
HE16,15,barrier,0.549,47,549,2.739572344,2.739572344,14,first,within,4565120.403,7.938787568
HE16,16,barrier,0.622,47,622,2.793790385,2.793790385,15,first,within,4553860.738,7.919206904
HE16,17,barrier,1.244,47,1244,3.09482038,3.09482038,16,first,within,4038429.224,7.022866625
HE16,18,barrier,0.95,47,950,2.977723605,2.977723605,17,first,boundary,3445924.179,5.992494746
HE16,19,barrier,0.481,47,481,2.682145076,2.682145076,18,first,within,4059682.655,7.059826543
HE16,20,barrier,0.524,47,524,2.719331287,2.719331287,19,first,within,4212509.219,7.325593383
HE16,24,barrier,0.676,47,676,2.829946696,2.829946696,2,second,boundary,3561770.332,6.193952302
HE16,25,barrier,0.79,47,790,2.897627091,2.897627091,3,second,within,4271778.798,7.428663742
HE16,26,barrier,0.629,47,629,2.798650645,2.798650645,4,second,within,4651819.088,8.089557401
HE16,27,barrier,0.493,47,493,2.692846919,2.692846919,5,second,within,4089593.053,7.111841008
HE16,28,barrier,0.537,47,537,2.729974286,2.729974286,6,second,within,4506593.589,7.837008885
HE16,29,barrier,2.714,47,2714,3.433609843,3.433609843,7,second,within,5074698.017,8.824947859
HE16,30,barrier,1.342,47,1342,3.127752516,3.127752516,8,second,within,5223628.424,9.083939246
HE16,31,barrier,0.851,47,851,2.92992956,2.92992956,9,second,boundary,4844785.612,8.425128012
HE16,32,barrier,0.567,47,567,2.753583059,2.753583059,10,second,within,5422821.596,9.430338056
HE16,33,barrier,0.696,47,696,2.84260924,2.84260924,11,second,within,4776043.282,8.30558445
HE16,34,barrier,0.579,47,579,2.762678564,2.762678564,12,second,within,4546110.525,7.90572921
HE16,35,barrier,0.707,47,707,2.849419414,2.849419414,13,second,within,4210393.209,7.321913622
HE16,36,barrier,0.541,47,541,2.733197265,2.733197265,14,second,within,4565120.403,7.938787568
HE16,37,barrier,1.494,47,1494,3.174350597,3.174350597,15,second,within,4553860.738,7.919206904
HE16,38,barrier,1.486,47,1486,3.172018809,3.172018809,16,second,within,4038429.224,7.022866625
HE16,39,barrier,3.196,47,3196,3.504606771,3.504606771,17,second,boundary,3445924.179,5.992494746
HE16,40,barrier,0.965,47,965,2.984527313,2.984527313,18,second,within,4059682.655,7.059826543
HE16,41,barrier,0.728,47,728,2.862131379,2.862131379,19,second,within,4212509.219,7.325593383
HE77,3,nothing,0.822,30,822,2.914871818,2.914871818,2,first,boundary,3381826.49,5.881028259
HE77,4,nothing,0.781,30,781,2.892651034,2.892651034,3,first,within,3882150.485,6.751096419
HE77,5,nothing,0.828,30,828,2.918030337,2.918030337,4,first,within,4296483.591,7.47162561
HE77,6,nothing,0.634,30,634,2.802089258,2.802089258,5,first,within,4031697.099,7.011159396
HE77,7,nothing,1.183,30,1183,3.072984745,3.072984745,6,first,within,4639716.692,8.06851122
HE77,8,nothing,0.702,30,702,2.846337112,2.846337112,7,first,within,5105712.6,8.878882513
HE77,9,nothing,0.689,30,689,2.838219222,2.838219222,8,first,within,6466129.029,11.24465955
HE77,10,nothing,2.396,30,2396,3.379486814,3.379486814,9,first,boundary,5526230.268,9.610166715
HE77,11,nothing,0.821,30,821,2.914343157,2.914343157,10,first,within,5664133.439,9.849981634
HE77,12,nothing,0.749,30,749,2.874481818,2.874481818,11,first,within,5079969.27,8.834114618
HE77,13,nothing,0.56,30,560,2.748188027,2.748188027,12,first,within,4574287.827,7.954729805
HE77,14,nothing,0.624,30,624,2.79518459,2.79518459,13,first,within,3920132.597,6.817147671
HE77,15,nothing,0.59,30,590,2.770852012,2.770852012,14,first,within,3760258.053,6.539124327
HE77,16,nothing,0.598,30,598,2.776701184,2.776701184,15,first,within,3688629.216,6.414561102
HE77,17,nothing,2.684,30,2684,3.428782511,3.428782511,16,first,within,3413116.095,5.935441178
HE77,18,nothing,3.518,30,3518,3.546295835,3.546295835,17,first,boundary,3009250.871,5.233115733
HE77,19,nothing,1.044,30,1044,3.018700499,3.018700499,18,first,within,3632366.182,6.316719153
HE77,20,nothing,5.434,30,5434,3.735119634,3.735119634,19,first,within,3885994.192,6.757780662
HE77,24,nothing,0.61,30,610,2.785329835,2.785329835,2,second,boundary,3381826.49,5.881028259
HE77,25,nothing,0.566,30,566,2.752816431,2.752816431,3,second,within,3882150.485,6.751096419
HE77,26,nothing,0.369,30,369,2.567026366,2.567026366,4,second,within,4296483.591,7.47162561
HE77,27,nothing,0.633,30,633,2.80140371,2.80140371,5,second,within,4031697.099,7.011159396
HE77,28,nothing,0.478,30,478,2.679427897,2.679427897,6,second,within,4639716.692,8.06851122
HE77,29,nothing,0.658,30,658,2.818225894,2.818225894,7,second,within,5105712.6,8.878882513
HE77,30,nothing,0.551,30,551,2.741151599,2.741151599,8,second,within,6466129.029,11.24465955
HE77,31,nothing,1.071,30,1071,3.029789471,3.029789471,9,second,boundary,5526230.268,9.610166715
HE77,32,nothing,0.659,30,659,2.818885415,2.818885415,10,second,within,5664133.439,9.849981634
HE77,33,nothing,0.582,30,582,2.764922985,2.764922985,11,second,within,5079969.27,8.834114618
HE77,34,nothing,0.631,30,631,2.800029359,2.800029359,12,second,within,4574287.827,7.954729805
HE77,35,nothing,0.46,30,460,2.662757832,2.662757832,13,second,within,3920132.597,6.817147671
HE77,36,nothing,0.57,30,570,2.755874856,2.755874856,14,second,within,3760258.053,6.539124327
HE77,37,nothing,0.538,30,538,2.730782276,2.730782276,15,second,within,3688629.216,6.414561102
HE77,38,nothing,0.5,30,500,2.698970004,2.698970004,16,second,within,3413116.095,5.935441178
HE77,39,nothing,1.55,30,1550,3.190331698,3.190331698,17,second,boundary,3009250.871,5.233115733
HE77,40,nothing,0.614,30,614,2.788168371,2.788168371,18,second,within,3632366.182,6.316719153
HE77,41,nothing,0.524,30,524,2.719331287,2.719331287,19,second,within,3885994.192,6.757780662
HH90,3,barrier,0.41,47,410,2.612783857,2.612783857,2,first,boundary,3561770.332,6.193952302
HH90,4,barrier,0.457,47,457,2.6599162,2.6599162,3,first,within,4271778.798,7.428663742
HH90,5,barrier,0.446,47,446,2.649334859,2.649334859,4,first,within,4651819.088,8.089557401
HH90,6,barrier,0.451,47,451,2.654176542,2.654176542,5,first,within,4089593.053,7.111841008
HH90,7,barrier,0.456,47,456,2.658964843,2.658964843,6,first,within,4506593.589,7.837008885
HH90,8,barrier,0.469,47,469,2.671172843,2.671172843,7,first,within,5074698.017,8.824947859
HH90,9,barrier,0.553,47,553,2.742725131,2.742725131,8,first,within,5223628.424,9.083939246
HH90,10,barrier,0.442,47,442,2.645422269,2.645422269,9,first,boundary,4844785.612,8.425128012
HH90,11,barrier,0.871,47,871,2.940018155,2.940018155,10,first,within,5422821.596,9.430338056
HH90,12,barrier,0.427,47,427,2.630427875,2.630427875,11,first,within,4776043.282,8.30558445
HH90,13,barrier,0.436,47,436,2.639486489,2.639486489,12,first,within,4546110.525,7.90572921
HH90,14,barrier,0.437,47,437,2.640481437,2.640481437,13,first,within,4210393.209,7.321913622
HH90,15,barrier,0.458,47,458,2.660865478,2.660865478,14,first,within,4565120.403,7.938787568
HH90,16,barrier,0.472,47,472,2.673941999,2.673941999,15,first,within,4553860.738,7.919206904
HH90,17,barrier,0.476,47,476,2.677606953,2.677606953,16,first,within,4038429.224,7.022866625
HH90,18,barrier,0.432,47,432,2.635483747,2.635483747,17,first,boundary,3445924.179,5.992494746
HH90,19,barrier,1.566,47,1566,3.194791758,3.194791758,18,first,within,4059682.655,7.059826543
HH90,20,barrier,0.413,47,413,2.615950052,2.615950052,19,first,within,4212509.219,7.325593383
HH90,24,barrier,0.859,47,859,2.933993164,2.933993164,2,second,boundary,3561770.332,6.193952302
HH90,25,barrier,0.887,47,887,2.94792362,2.94792362,3,second,within,4271778.798,7.428663742
HH90,26,barrier,0.482,47,482,2.683047038,2.683047038,4,second,within,4651819.088,8.089557401
HH90,27,barrier,0.949,47,949,2.977266212,2.977266212,5,second,within,4089593.053,7.111841008
HH90,28,barrier,0.677,47,677,2.830588669,2.830588669,6,second,within,4506593.589,7.837008885
HH90,29,barrier,0.729,47,729,2.862727528,2.862727528,7,second,within,5074698.017,8.824947859
HH90,30,barrier,0.659,47,659,2.818885415,2.818885415,8,second,within,5223628.424,9.083939246
HH90,31,barrier,1.432,47,1432,3.155943018,3.155943018,9,second,boundary,4844785.612,8.425128012
HH90,32,barrier,0.317,47,317,2.501059262,2.501059262,10,second,within,5422821.596,9.430338056
HH90,33,barrier,0.263,47,263,2.419955748,2.419955748,11,second,within,4776043.282,8.30558445
HH90,34,barrier,0.276,47,276,2.440909082,2.440909082,12,second,within,4546110.525,7.90572921
HH90,35,barrier,0.649,47,649,2.812244697,2.812244697,13,second,within,4210393.209,7.321913622
HH90,36,barrier,0.51,47,510,2.707570176,2.707570176,14,second,within,4565120.403,7.938787568
HH90,37,barrier,3.536,47,3536,3.548512256,3.548512256,15,second,within,4553860.738,7.919206904
HH90,38,barrier,0.598,47,598,2.776701184,2.776701184,16,second,within,4038429.224,7.022866625
HH90,39,barrier,2.918,47,2918,3.465085288,3.465085288,17,second,boundary,3445924.179,5.992494746
HH90,40,barrier,1.309,47,1309,3.116939647,3.116939647,18,second,within,4059682.655,7.059826543
HH90,41,barrier,0.959,47,959,2.981818607,2.981818607,19,second,within,4212509.219,7.325593383
HM14,3,nothing,0.736,31,736,2.866877814,2.866877814,2,first,boundary,3381826.49,5.881028259
HM14,4,nothing,0.825,31,825,2.916453949,2.916453949,3,first,within,3882150.485,6.751096419
HM14,5,nothing,0.631,31,631,2.800029359,2.800029359,4,first,within,4296483.591,7.47162561
HM14,6,nothing,0.772,31,772,2.8876173,2.8876173,5,first,within,4031697.099,7.011159396
HM14,7,nothing,0.7,31,700,2.84509804,2.84509804,6,first,within,4639716.692,8.06851122
HM14,8,nothing,0.687,31,687,2.836956737,2.836956737,7,first,within,5105712.6,8.878882513
HM14,9,nothing,0.835,31,835,2.921686475,2.921686475,8,first,within,6466129.029,11.24465955
HM14,10,nothing,0.767,31,767,2.884795364,2.884795364,9,first,boundary,5526230.268,9.610166715
HM14,11,nothing,0.799,31,799,2.902546779,2.902546779,10,first,within,5664133.439,9.849981634
HM14,12,nothing,0.845,31,845,2.926856709,2.926856709,11,first,within,5079969.27,8.834114618
HM14,13,nothing,1.267,31,1267,3.102776615,3.102776615,12,first,within,4574287.827,7.954729805
HM14,14,nothing,1.022,31,1022,3.009450896,3.009450896,13,first,within,3920132.597,6.817147671
HM14,15,nothing,0.636,31,636,2.803457116,2.803457116,14,first,within,3760258.053,6.539124327
HM14,16,nothing,0.625,31,625,2.795880017,2.795880017,15,first,within,3688629.216,6.414561102
HM14,17,nothing,1.119,31,1119,3.048830087,3.048830087,16,first,within,3413116.095,5.935441178
HM14,18,nothing,1.137,31,1137,3.055760465,3.055760465,17,first,boundary,3009250.871,5.233115733
HM14,19,nothing,2.697,31,2697,3.430880946,3.430880946,18,first,within,3632366.182,6.316719153
HM14,20,nothing,0.531,31,531,2.725094521,2.725094521,19,first,within,3885994.192,6.757780662
HM14,24,nothing,0.958,31,958,2.981365509,2.981365509,2,second,boundary,3381826.49,5.881028259
HM14,25,nothing,0.822,31,822,2.914871818,2.914871818,3,second,within,3882150.485,6.751096419
HM14,26,nothing,0.66,31,660,2.819543936,2.819543936,4,second,within,4296483.591,7.47162561
HM14,27,nothing,0.669,31,669,2.825426118,2.825426118,5,second,within,4031697.099,7.011159396
HM14,28,nothing,0.9,31,900,2.954242509,2.954242509,6,second,within,4639716.692,8.06851122
HM14,29,nothing,0.534,31,534,2.727541257,2.727541257,7,second,within,5105712.6,8.878882513
HM14,30,nothing,1.687,31,1687,3.227115083,3.227115083,8,second,within,6466129.029,11.24465955
HM14,31,nothing,1.17,31,1170,3.068185862,3.068185862,9,second,boundary,5526230.268,9.610166715
HM14,32,nothing,0.521,31,521,2.716837723,2.716837723,10,second,within,5664133.439,9.849981634
HM14,33,nothing,0.98,31,980,2.991226076,2.991226076,11,second,within,5079969.27,8.834114618
HM14,34,nothing,0.683,31,683,2.834420704,2.834420704,12,second,within,4574287.827,7.954729805
HM14,35,nothing,0.663,31,663,2.821513528,2.821513528,13,second,within,3920132.597,6.817147671
HM14,36,nothing,1.996,31,1996,3.300160537,3.300160537,14,second,within,3760258.053,6.539124327
HM14,37,nothing,0.505,31,505,2.703291378,2.703291378,15,second,within,3688629.216,6.414561102
HM14,38,nothing,1.324,31,1324,3.121887985,3.121887985,16,second,within,3413116.095,5.935441178
HM14,39,nothing,1.082,31,1082,3.034227261,3.034227261,17,second,boundary,3009250.871,5.233115733
HM14,40,nothing,0.88,31,880,2.944482672,2.944482672,18,second,within,3632366.182,6.316719153
HM14,41,nothing,0.475,31,475,2.67669361,2.67669361,19,second,within,3885994.192,6.757780662
HS13,3,straight,0.84,43,840,2.924279286,2.924279286,2,first,boundary,2100816.677,3.653340075
HS13,4,straight,0.75,43,750,2.875061263,2.875061263,3,first,within,2540182.271,4.417401
HS13,5,straight,0.807,43,807,2.906873535,2.906873535,4,first,within,2855130.673,4.96509925
HS13,6,straight,0.734,43,734,2.86569606,2.86569606,5,first,within,2170487.839,3.774498885
HS13,7,straight,0.783,43,783,2.893761762,2.893761762,6,first,within,2750928.547,4.783890768
HS13,8,straight,0.806,43,806,2.906335042,2.906335042,7,first,within,2848838.563,4.954157212
HS13,9,straight,0.74,43,740,2.86923172,2.86923172,8,first,within,2861937.389,4.976936194
HS13,10,straight,0.726,43,726,2.860936621,2.860936621,9,first,boundary,3281474.485,5.706515173
HS13,11,straight,0.487,43,487,2.687528961,2.687528961,10,first,within,2725385.892,4.739471849
HS13,12,straight,0.61,43,610,2.785329835,2.785329835,11,first,within,3071174.187,5.340800965
HS13,13,straight,0.519,43,519,2.715167358,2.715167358,12,first,within,2919486.232,5.077014176
HS13,14,straight,0.628,43,628,2.797959644,2.797959644,13,first,within,2850562.081,4.957154426
HS13,15,straight,0.541,43,541,2.733197265,2.733197265,14,first,within,2950079.175,5.130215594
HS13,16,straight,0.603,43,603,2.780317312,2.780317312,15,first,within,3058855.145,5.319378035
HS13,17,straight,0.49,43,490,2.69019608,2.69019608,16,first,within,2920139.348,5.078149951
HS13,18,straight,0.629,43,629,2.798650645,2.798650645,17,first,boundary,2631071.776,4.575458709
HS13,19,straight,0.355,43,355,2.550228353,2.550228353,18,first,within,3168435.068,5.509938557
HS13,20,straight,0.636,43,636,2.803457116,2.803457116,19,first,within,3096749.694,5.385277014
HS13,24,straight,0.58,43,580,2.763427994,2.763427994,2,second,boundary,2100816.677,3.653340075
HS13,25,straight,0.443,43,443,2.646403726,2.646403726,3,second,within,2540182.271,4.417401
HS13,26,straight,0.497,43,497,2.696356389,2.696356389,4,second,within,2855130.673,4.96509925
HS13,27,straight,0.38,43,380,2.579783597,2.579783597,5,second,within,2170487.839,3.774498885
HS13,28,straight,0.557,43,557,2.745855195,2.745855195,6,second,within,2750928.547,4.783890768
HS13,29,straight,0.349,43,349,2.542825427,2.542825427,7,second,within,2848838.563,4.954157212
HS13,30,straight,0.934,43,934,2.970346876,2.970346876,8,second,within,2861937.389,4.976936194
HS13,31,straight,0.527,43,527,2.721810615,2.721810615,9,second,boundary,3281474.485,5.706515173
HS13,32,straight,0.521,43,521,2.716837723,2.716837723,10,second,within,2725385.892,4.739471849
HS13,33,straight,0.923,43,923,2.965201701,2.965201701,11,second,within,3071174.187,5.340800965
HS13,34,straight,0.501,43,501,2.699837726,2.699837726,12,second,within,2919486.232,5.077014176
HS13,35,straight,0.48,43,480,2.681241237,2.681241237,13,second,within,2850562.081,4.957154426
HS13,36,straight,0.589,43,589,2.770115295,2.770115295,14,second,within,2950079.175,5.130215594
HS13,37,straight,0.643,43,643,2.808210973,2.808210973,15,second,within,3058855.145,5.319378035
HS13,38,straight,0.513,43,513,2.710117365,2.710117365,16,second,within,2920139.348,5.078149951
HS13,39,straight,0.46,43,460,2.662757832,2.662757832,17,second,boundary,2631071.776,4.575458709
HS13,40,straight,1.041,43,1041,3.01745073,3.01745073,18,second,within,3168435.068,5.509938557
HS13,41,straight,0.781,43,781,2.892651034,2.892651034,19,second,within,3096749.694,5.385277014
JC32,3,nothing,0.467,41,467,2.669316881,2.669316881,2,first,boundary,3381826.49,5.881028259
JC32,4,nothing,0.495,41,495,2.694605199,2.694605199,3,first,within,3882150.485,6.751096419
JC32,5,nothing,0.486,41,486,2.686636269,2.686636269,4,first,within,4296483.591,7.47162561
JC32,6,nothing,0.47,41,470,2.672097858,2.672097858,5,first,within,4031697.099,7.011159396
JC32,7,nothing,0.426,41,426,2.629409599,2.629409599,6,first,within,4639716.692,8.06851122
JC32,8,nothing,0.553,41,553,2.742725131,2.742725131,7,first,within,5105712.6,8.878882513
JC32,9,nothing,0.601,41,601,2.778874472,2.778874472,8,first,within,6466129.029,11.24465955
JC32,10,nothing,0.456,41,456,2.658964843,2.658964843,9,first,boundary,5526230.268,9.610166715
JC32,11,nothing,0.653,41,653,2.814913181,2.814913181,10,first,within,5664133.439,9.849981634
JC32,12,nothing,0.514,41,514,2.710963119,2.710963119,11,first,within,5079969.27,8.834114618
JC32,13,nothing,0.443,41,443,2.646403726,2.646403726,12,first,within,4574287.827,7.954729805
JC32,14,nothing,0.442,41,442,2.645422269,2.645422269,13,first,within,3920132.597,6.817147671
JC32,15,nothing,0.431,41,431,2.63447727,2.63447727,14,first,within,3760258.053,6.539124327
JC32,16,nothing,0.965,41,965,2.984527313,2.984527313,15,first,within,3688629.216,6.414561102
JC32,17,nothing,0.405,41,405,2.607455023,2.607455023,16,first,within,3413116.095,5.935441178
JC32,18,nothing,0.356,41,356,2.551449998,2.551449998,17,first,boundary,3009250.871,5.233115733
JC32,19,nothing,0.39,41,390,2.591064607,2.591064607,18,first,within,3632366.182,6.316719153
JC32,20,nothing,0.613,41,613,2.787460475,2.787460475,19,first,within,3885994.192,6.757780662
JC32,24,nothing,0.535,41,535,2.728353782,2.728353782,2,second,boundary,3381826.49,5.881028259
JC32,25,nothing,0.457,41,457,2.6599162,2.6599162,3,second,within,3882150.485,6.751096419
JC32,26,nothing,0.47,41,470,2.672097858,2.672097858,4,second,within,4296483.591,7.47162561
JC32,27,nothing,0.426,41,426,2.629409599,2.629409599,5,second,within,4031697.099,7.011159396
JC32,28,nothing,0.6,41,600,2.77815125,2.77815125,6,second,within,4639716.692,8.06851122
JC32,29,nothing,0.607,41,607,2.783188691,2.783188691,7,second,within,5105712.6,8.878882513
JC32,30,nothing,0.622,41,622,2.793790385,2.793790385,8,second,within,6466129.029,11.24465955
JC32,31,nothing,0.427,41,427,2.630427875,2.630427875,9,second,boundary,5526230.268,9.610166715
JC32,32,nothing,0.378,41,378,2.5774918,2.5774918,10,second,within,5664133.439,9.849981634
JC32,33,nothing,0.49,41,490,2.69019608,2.69019608,11,second,within,5079969.27,8.834114618
JC32,34,nothing,0.47,41,470,2.672097858,2.672097858,12,second,within,4574287.827,7.954729805
JC32,35,nothing,0.426,41,426,2.629409599,2.629409599,13,second,within,3920132.597,6.817147671
JC32,36,nothing,0.326,41,326,2.5132176,2.5132176,14,second,within,3760258.053,6.539124327
JC32,37,nothing,0.406,41,406,2.608526034,2.608526034,15,second,within,3688629.216,6.414561102
JC32,38,nothing,0.382,41,382,2.582063363,2.582063363,16,second,within,3413116.095,5.935441178
JC32,39,nothing,0.337,41,337,2.527629901,2.527629901,17,second,boundary,3009250.871,5.233115733
JC32,40,nothing,2.09,41,2090,3.320146286,3.320146286,18,second,within,3632366.182,6.316719153
JC32,41,nothing,0.348,41,348,2.541579244,2.541579244,19,second,within,3885994.192,6.757780662
JE37,3,barrier,0.518,35,518,2.71432976,2.71432976,2,first,boundary,3561770.332,6.193952302
JE37,4,barrier,0.512,35,512,2.709269961,2.709269961,3,first,within,4271778.798,7.428663742
JE37,5,barrier,0.654,35,654,2.815577748,2.815577748,4,first,within,4651819.088,8.089557401
JE37,6,barrier,1.471,35,1471,3.167612673,3.167612673,5,first,within,4089593.053,7.111841008
JE37,7,barrier,0.77,35,770,2.886490725,2.886490725,6,first,within,4506593.589,7.837008885
JE37,8,barrier,0.682,35,682,2.833784375,2.833784375,7,first,within,5074698.017,8.824947859
JE37,9,barrier,1.966,35,1966,3.293583513,3.293583513,8,first,within,5223628.424,9.083939246
JE37,10,barrier,0.684,35,684,2.835056102,2.835056102,9,first,boundary,4844785.612,8.425128012
JE37,11,barrier,0.584,35,584,2.766412847,2.766412847,10,first,within,5422821.596,9.430338056
JE37,12,barrier,1.343,35,1343,3.128076013,3.128076013,11,first,within,4776043.282,8.30558445
JE37,13,barrier,0.599,35,599,2.777426822,2.777426822,12,first,within,4546110.525,7.90572921
JE37,14,barrier,0.535,35,535,2.728353782,2.728353782,13,first,within,4210393.209,7.321913622
JE37,15,barrier,0.504,35,504,2.702430536,2.702430536,14,first,within,4565120.403,7.938787568
JE37,16,barrier,0.554,35,554,2.743509765,2.743509765,15,first,within,4553860.738,7.919206904
JE37,17,barrier,0.987,35,987,2.994317153,2.994317153,16,first,within,4038429.224,7.022866625
JE37,18,barrier,0.834,35,834,2.921166051,2.921166051,17,first,boundary,3445924.179,5.992494746
JE37,19,barrier,0.632,35,632,2.800717078,2.800717078,18,first,within,4059682.655,7.059826543
JE37,20,barrier,1.293,35,1293,3.111598525,3.111598525,19,first,within,4212509.219,7.325593383
JE37,24,barrier,0.502,35,502,2.700703717,2.700703717,2,second,boundary,3561770.332,6.193952302
JE37,25,barrier,0.458,35,458,2.660865478,2.660865478,3,second,within,4271778.798,7.428663742
JE37,26,barrier,0.43,35,430,2.633468456,2.633468456,4,second,within,4651819.088,8.089557401
JE37,27,barrier,0.548,35,548,2.738780558,2.738780558,5,second,within,4089593.053,7.111841008
JE37,28,barrier,0.502,35,502,2.700703717,2.700703717,6,second,within,4506593.589,7.837008885
JE37,29,barrier,0.457,35,457,2.6599162,2.6599162,7,second,within,5074698.017,8.824947859
JE37,30,barrier,1.301,35,1301,3.114277297,3.114277297,8,second,within,5223628.424,9.083939246
JE37,31,barrier,1.136,35,1136,3.055378331,3.055378331,9,second,boundary,4844785.612,8.425128012
JE37,32,barrier,0.591,35,591,2.771587481,2.771587481,10,second,within,5422821.596,9.430338056
JE37,33,barrier,0.463,35,463,2.665580991,2.665580991,11,second,within,4776043.282,8.30558445
JE37,34,barrier,0.412,35,412,2.614897216,2.614897216,12,second,within,4546110.525,7.90572921
JE37,35,barrier,1.635,35,1635,3.213517757,3.213517757,13,second,within,4210393.209,7.321913622
JE37,36,barrier,0.919,35,919,2.963315511,2.963315511,14,second,within,4565120.403,7.938787568
JE37,37,barrier,4.513,35,4513,3.654465334,3.654465334,15,second,within,4553860.738,7.919206904
JE37,38,barrier,0.806,35,806,2.906335042,2.906335042,16,second,within,4038429.224,7.022866625
JE37,39,barrier,0.574,35,574,2.758911892,2.758911892,17,second,boundary,3445924.179,5.992494746
JE37,40,barrier,0.558,35,558,2.746634199,2.746634199,18,second,within,4059682.655,7.059826543
JE37,41,barrier,0.527,35,527,2.721810615,2.721810615,19,second,within,4212509.219,7.325593383
JG23,3,nothing,3.11,45,3110,3.492760389,3.492760389,2,first,boundary,3381826.49,5.881028259
JG23,4,nothing,2.822,45,2822,3.450557009,3.450557009,3,first,within,3882150.485,6.751096419
JG23,5,nothing,2.229,45,2229,3.348110068,3.348110068,4,first,within,4296483.591,7.47162561
JG23,6,nothing,2.362,45,2362,3.373279893,3.373279893,5,first,within,4031697.099,7.011159396
JG23,7,nothing,1.76,45,1760,3.245512668,3.245512668,6,first,within,4639716.692,8.06851122
JG23,8,nothing,1.248,45,1248,3.096214585,3.096214585,7,first,within,5105712.6,8.878882513
JG23,9,nothing,1.879,45,1879,3.27392678,3.27392678,8,first,within,6466129.029,11.24465955
JG23,10,nothing,1.077,45,1077,3.032215703,3.032215703,9,first,boundary,5526230.268,9.610166715
JG23,11,nothing,1.145,45,1145,3.058805487,3.058805487,10,first,within,5664133.439,9.849981634
JG23,12,nothing,1.074,45,1074,3.031004281,3.031004281,11,first,within,5079969.27,8.834114618
JG23,13,nothing,1.101,45,1101,3.041787319,3.041787319,12,first,within,4574287.827,7.954729805
JG23,14,nothing,1.104,45,1104,3.042969073,3.042969073,13,first,within,3920132.597,6.817147671
JG23,15,nothing,1.145,45,1145,3.058805487,3.058805487,14,first,within,3760258.053,6.539124327
JG23,16,nothing,1.178,45,1178,3.07114529,3.07114529,15,first,within,3688629.216,6.414561102
JG23,17,nothing,1.149,45,1149,3.060320029,3.060320029,16,first,within,3413116.095,5.935441178
JG23,18,nothing,1.058,45,1058,3.024485668,3.024485668,17,first,boundary,3009250.871,5.233115733
JG23,19,nothing,0.974,45,974,2.988558957,2.988558957,18,first,within,3632366.182,6.316719153
JG23,20,nothing,0.838,45,838,2.923244019,2.923244019,19,first,within,3885994.192,6.757780662
JG23,24,nothing,0.775,45,775,2.889301703,2.889301703,2,second,boundary,3381826.49,5.881028259
JG23,25,nothing,0.792,45,792,2.898725182,2.898725182,3,second,within,3882150.485,6.751096419
JG23,26,nothing,1.158,45,1158,3.063708559,3.063708559,4,second,within,4296483.591,7.47162561
JG23,27,nothing,1.349,45,1349,3.13001195,3.13001195,5,second,within,4031697.099,7.011159396
JG23,28,nothing,0.782,45,782,2.893206753,2.893206753,6,second,within,4639716.692,8.06851122
JG23,29,nothing,0.628,45,628,2.797959644,2.797959644,7,second,within,5105712.6,8.878882513
JG23,30,nothing,0.69,45,690,2.838849091,2.838849091,8,second,within,6466129.029,11.24465955
