subid,slidenumber,condition,rawDT,age_months,milliDT,logDT,logDT_win,slide_num_adj,run,slide_type,pix_change,pix_adj
ML93,34,barrier,0.288,45,288,2.459392488,2.459392488,12,second,within,4546110.525,7.90572921
ML93,35,barrier,0.308,45,308,2.488550717,2.488550717,13,second,within,4210393.209,7.321913622
ML93,36,barrier,0.431,45,431,2.63447727,2.63447727,14,second,within,4565120.403,7.938787568
ML93,37,barrier,0.382,45,382,2.582063363,2.582063363,15,second,within,4553860.738,7.919206904
ML93,38,barrier,0.373,45,373,2.571708832,2.571708832,16,second,within,4038429.224,7.022866625
ML93,39,barrier,0.461,45,461,2.663700925,2.663700925,17,second,boundary,3445924.179,5.992494746
ML93,40,barrier,2.609,45,2609,3.416474079,3.416474079,18,second,within,4059682.655,7.059826543
ML93,41,barrier,2.366,45,2366,3.37401474,3.37401474,19,second,within,4212509.219,7.325593383
MN44,3,straight,0.806,43,806,2.906335042,2.906335042,2,first,boundary,2100816.677,3.653340075
MN44,4,straight,0.597,43,597,2.775974331,2.775974331,3,first,within,2540182.271,4.417401
MN44,5,straight,0.612,43,612,2.786751422,2.786751422,4,first,within,2855130.673,4.96509925
MN44,6,straight,0.55,43,550,2.740362689,2.740362689,5,first,within,2170487.839,3.774498885
MN44,7,straight,0.539,43,539,2.731588765,2.731588765,6,first,within,2750928.547,4.783890768
MN44,8,straight,0.573,43,573,2.758154622,2.758154622,7,first,within,2848838.563,4.954157212
MN44,9,straight,0.676,43,676,2.829946696,2.829946696,8,first,within,2861937.389,4.976936194
MN44,10,straight,0.903,43,903,2.95568775,2.95568775,9,first,boundary,3281474.485,5.706515173
MN44,11,straight,0.491,43,491,2.691081492,2.691081492,10,first,within,2725385.892,4.739471849
MN44,12,straight,0.67,43,670,2.826074803,2.826074803,11,first,within,3071174.187,5.340800965
MN44,13,straight,0.667,43,667,2.824125834,2.824125834,12,first,within,2919486.232,5.077014176
MN44,14,straight,0.655,43,655,2.8162413,2.8162413,13,first,within,2850562.081,4.957154426
MN44,15,straight,0.267,43,267,2.426511261,2.426511261,14,first,within,2950079.175,5.130215594
MN44,16,straight,0.28,43,280,2.447158031,2.447158031,15,first,within,3058855.145,5.319378035
MN44,17,straight,0.276,43,276,2.440909082,2.440909082,16,first,within,2920139.348,5.078149951
MN44,18,straight,1.193,43,1193,3.076640444,3.076640444,17,first,boundary,2631071.776,4.575458709
MN44,19,straight,0.831,43,831,2.919601024,2.919601024,18,first,within,3168435.068,5.509938557
MN44,20,straight,0.66,43,660,2.819543936,2.819543936,19,first,within,3096749.694,5.385277014
MN44,24,straight,0.743,43,743,2.870988814,2.870988814,2,second,boundary,2100816.677,3.653340075
MN44,25,straight,0.632,43,632,2.800717078,2.800717078,3,second,within,2540182.271,4.417401
MN44,26,straight,0.701,43,701,2.845718018,2.845718018,4,second,within,2855130.673,4.96509925
MN44,27,straight,0.544,43,544,2.7355989,2.7355989,5,second,within,2170487.839,3.774498885
MN44,28,straight,0.657,43,657,2.81756537,2.81756537,6,second,within,2750928.547,4.783890768
MN44,29,straight,3.118,43,3118,3.493876111,3.493876111,7,second,within,2848838.563,4.954157212
MN44,30,straight,0.917,43,917,2.962369336,2.962369336,8,second,within,2861937.389,4.976936194
MN44,31,straight,0.751,43,751,2.875639937,2.875639937,9,second,boundary,3281474.485,5.706515173
MN44,32,straight,0.727,43,727,2.861534411,2.861534411,10,second,within,2725385.892,4.739471849
MN44,33,straight,0.745,43,745,2.872156273,2.872156273,11,second,within,3071174.187,5.340800965
MN44,34,straight,0.43,43,430,2.633468456,2.633468456,12,second,within,2919486.232,5.077014176
MN44,35,straight,1.936,43,1936,3.286905353,3.286905353,13,second,within,2850562.081,4.957154426
MN44,36,straight,0.84,43,840,2.924279286,2.924279286,14,second,within,2950079.175,5.130215594
MN44,37,straight,0.813,43,813,2.910090546,2.910090546,15,second,within,3058855.145,5.319378035
MN44,38,straight,0.62,43,620,2.792391689,2.792391689,16,second,within,2920139.348,5.078149951
MN44,39,straight,0.545,43,545,2.736396502,2.736396502,17,second,boundary,2631071.776,4.575458709
MN44,40,straight,0.934,43,934,2.970346876,2.970346876,18,second,within,3168435.068,5.509938557
MN44,41,straight,2.396,43,2396,3.379486814,3.379486814,19,second,within,3096749.694,5.385277014
MP42,3,nothing,0.508,35,508,2.705863712,2.705863712,2,first,boundary,3381826.49,5.881028259
MP42,4,nothing,0.567,35,567,2.753583059,2.753583059,3,first,within,3882150.485,6.751096419
MP42,5,nothing,0.59,35,590,2.770852012,2.770852012,4,first,within,4296483.591,7.47162561
MP42,6,nothing,0.55,35,550,2.740362689,2.740362689,5,first,within,4031697.099,7.011159396
MP42,7,nothing,0.599,35,599,2.777426822,2.777426822,6,first,within,4639716.692,8.06851122
MP42,8,nothing,1.029,35,1029,3.012415375,3.012415375,7,first,within,5105712.6,8.878882513
MP42,9,nothing,0.587,35,587,2.768638101,2.768638101,8,first,within,6466129.029,11.24465955
MP42,10,nothing,0.634,35,634,2.802089258,2.802089258,9,first,boundary,5526230.268,9.610166715
MP42,11,nothing,1.713,35,1713,3.233757363,3.233757363,10,first,within,5664133.439,9.849981634
MP42,12,nothing,0.44,35,440,2.643452676,2.643452676,11,first,within,5079969.27,8.834114618
MP42,13,nothing,0.334,35,334,2.523746467,2.523746467,12,first,within,4574287.827,7.954729805
MP42,14,nothing,0.344,35,344,2.536558443,2.536558443,13,first,within,3920132.597,6.817147671
MP42,15,nothing,0.365,35,365,2.562292864,2.562292864,14,first,within,3760258.053,6.539124327
MP42,16,nothing,1.489,35,1489,3.172894698,3.172894698,15,first,within,3688629.216,6.414561102
MP42,17,nothing,0.285,35,285,2.45484486,2.45484486,16,first,within,3413116.095,5.935441178
MP42,18,nothing,0.383,35,383,2.583198774,2.583198774,17,first,boundary,3009250.871,5.233115733
MP42,19,nothing,0.263,35,263,2.419955748,2.419955748,18,first,within,3632366.182,6.316719153
MP42,20,nothing,0.276,35,276,2.440909082,2.440909082,19,first,within,3885994.192,6.757780662
MP42,24,nothing,0.254,35,254,2.404833717,2.404833717,2,second,boundary,3381826.49,5.881028259
MP42,25,nothing,0.268,35,268,2.428134794,2.428134794,3,second,within,3882150.485,6.751096419
MP42,26,nothing,2.128,35,2128,3.327971624,3.327971624,4,second,within,4296483.591,7.47162561
MP42,27,nothing,0.446,35,446,2.649334859,2.649334859,5,second,within,4031697.099,7.011159396
MP42,28,nothing,0.509,35,509,2.706717782,2.706717782,6,second,within,4639716.692,8.06851122
MP42,29,nothing,0.376,35,376,2.575187845,2.575187845,7,second,within,5105712.6,8.878882513
MP42,30,nothing,0.36,35,360,2.556302501,2.556302501,8,second,within,6466129.029,11.24465955
MP42,31,nothing,0.298,35,298,2.474216264,2.474216264,9,second,boundary,5526230.268,9.610166715
MP42,32,nothing,0.277,35,277,2.442479769,2.442479769,10,second,within,5664133.439,9.849981634
MP42,33,nothing,0.306,35,306,2.485721426,2.485721426,11,second,within,5079969.27,8.834114618
MP42,34,nothing,0.245,35,245,2.389166084,2.389166084,12,second,within,4574287.827,7.954729805
MP42,35,nothing,0.25,35,250,2.397940009,2.397940009,13,second,within,3920132.597,6.817147671
MP42,36,nothing,0.263,35,263,2.419955748,2.419955748,14,second,within,3760258.053,6.539124327
MP42,37,nothing,0.276,35,276,2.440909082,2.440909082,15,second,within,3688629.216,6.414561102
MP42,38,nothing,0.271,35,271,2.432969291,2.432969291,16,second,within,3413116.095,5.935441178
MP42,39,nothing,0.261,35,261,2.416640507,2.416640507,17,second,boundary,3009250.871,5.233115733
MP42,40,nothing,0.29,35,290,2.462397998,2.462397998,18,second,within,3632366.182,6.316719153
MP42,41,nothing,0.286,35,286,2.456366033,2.456366033,19,second,within,3885994.192,6.757780662
MR78,3,straight,0.792,45,792,2.898725182,2.898725182,2,first,boundary,2100816.677,3.653340075
MR78,4,straight,0.792,45,792,2.898725182,2.898725182,3,first,within,2540182.271,4.417401
MR78,5,straight,0.927,45,927,2.967079734,2.967079734,4,first,within,2855130.673,4.96509925
MR78,6,straight,0.841,45,841,2.924795996,2.924795996,5,first,within,2170487.839,3.774498885
MR78,7,straight,0.822,45,822,2.914871818,2.914871818,6,first,within,2750928.547,4.783890768
MR78,8,straight,0.964,45,964,2.984077034,2.984077034,7,first,within,2848838.563,4.954157212
MR78,9,straight,1.06,45,1060,3.025305865,3.025305865,8,first,within,2861937.389,4.976936194
MR78,10,straight,0.974,45,974,2.988558957,2.988558957,9,first,boundary,3281474.485,5.706515173
MR78,11,straight,0.766,45,766,2.88422877,2.88422877,10,first,within,2725385.892,4.739471849
MR78,12,straight,0.736,45,736,2.866877814,2.866877814,11,first,within,3071174.187,5.340800965
MR78,13,straight,0.737,45,737,2.867467488,2.867467488,12,first,within,2919486.232,5.077014176
MR78,14,straight,0.746,45,746,2.872738827,2.872738827,13,first,within,2850562.081,4.957154426
MR78,15,straight,0.643,45,643,2.808210973,2.808210973,14,first,within,2950079.175,5.130215594
MR78,16,straight,0.686,45,686,2.836324116,2.836324116,15,first,within,3058855.145,5.319378035
MR78,17,straight,0.716,45,716,2.854913022,2.854913022,16,first,within,2920139.348,5.078149951
MR78,18,straight,0.75,45,750,2.875061263,2.875061263,17,first,boundary,2631071.776,4.575458709
MR78,19,straight,1.006,45,1006,3.002597981,3.002597981,18,first,within,3168435.068,5.509938557
MR78,20,straight,0.548,45,548,2.738780558,2.738780558,19,first,within,3096749.694,5.385277014
MR78,24,straight,0.651,45,651,2.813580989,2.813580989,2,second,boundary,2100816.677,3.653340075
MR78,25,straight,0.647,45,647,2.810904281,2.810904281,3,second,within,2540182.271,4.417401
MR78,26,straight,0.685,45,685,2.835690571,2.835690571,4,second,within,2855130.673,4.96509925
MR78,27,straight,0.632,45,632,2.800717078,2.800717078,5,second,within,2170487.839,3.774498885
MR78,28,straight,0.805,45,805,2.90579588,2.90579588,6,second,within,2750928.547,4.783890768
MR78,29,straight,0.699,45,699,2.844477176,2.844477176,7,second,within,2848838.563,4.954157212
MR78,30,straight,0.846,45,846,2.927370363,2.927370363,8,second,within,2861937.389,4.976936194
MR78,31,straight,0.764,45,764,2.883093359,2.883093359,9,second,boundary,3281474.485,5.706515173
MR78,32,straight,0.612,45,612,2.786751422,2.786751422,10,second,within,2725385.892,4.739471849
MR78,33,straight,0.75,45,750,2.875061263,2.875061263,11,second,within,3071174.187,5.340800965
MR78,34,straight,0.715,45,715,2.854306042,2.854306042,12,second,within,2919486.232,5.077014176
MR78,35,straight,0.997,45,997,2.998695158,2.998695158,13,second,within,2850562.081,4.957154426
MR78,36,straight,0.812,45,812,2.909556029,2.909556029,14,second,within,2950079.175,5.130215594
MR78,37,straight,0.707,45,707,2.849419414,2.849419414,15,second,within,3058855.145,5.319378035
MR78,38,straight,0.981,45,981,2.991669007,2.991669007,16,second,within,2920139.348,5.078149951
MR78,39,straight,0.812,45,812,2.909556029,2.909556029,17,second,boundary,2631071.776,4.575458709
MR78,40,straight,1.098,45,1098,3.04060234,3.04060234,18,second,within,3168435.068,5.509938557
MR78,41,straight,0.598,45,598,2.776701184,2.776701184,19,second,within,3096749.694,5.385277014
MT67,3,nothing,0.594,31,594,2.773786445,2.773786445,2,first,boundary,3381826.49,5.881028259
MT67,4,nothing,0.481,31,481,2.682145076,2.682145076,3,first,within,3882150.485,6.751096419
MT67,5,nothing,0.421,31,421,2.624282096,2.624282096,4,first,within,4296483.591,7.47162561
MT67,6,nothing,0.419,31,419,2.622214023,2.622214023,5,first,within,4031697.099,7.011159396
MT67,7,nothing,0.442,31,442,2.645422269,2.645422269,6,first,within,4639716.692,8.06851122
MT67,8,nothing,0.439,31,439,2.64246452,2.64246452,7,first,within,5105712.6,8.878882513
MT67,9,nothing,0.389,31,389,2.589949601,2.589949601,8,first,within,6466129.029,11.24465955
MT67,10,nothing,0.348,31,348,2.541579244,2.541579244,9,first,boundary,5526230.268,9.610166715
MT67,11,nothing,0.422,31,422,2.625312451,2.625312451,10,first,within,5664133.439,9.849981634
MT67,12,nothing,0.38,31,380,2.579783597,2.579783597,11,first,within,5079969.27,8.834114618
MT67,13,nothing,0.412,31,412,2.614897216,2.614897216,12,first,within,4574287.827,7.954729805
MT67,14,nothing,0.462,31,462,2.664641976,2.664641976,13,first,within,3920132.597,6.817147671
MT67,15,nothing,0.871,31,871,2.940018155,2.940018155,14,first,within,3760258.053,6.539124327
MT67,16,nothing,0.619,31,619,2.791690649,2.791690649,15,first,within,3688629.216,6.414561102
MT67,17,nothing,0.641,31,641,2.80685803,2.80685803,16,first,within,3413116.095,5.935441178
MT67,18,nothing,0.542,31,542,2.733999287,2.733999287,17,first,boundary,3009250.871,5.233115733
MT67,19,nothing,0.479,31,479,2.680335513,2.680335513,18,first,within,3632366.182,6.316719153
MT67,20,nothing,1.395,31,1395,3.144574208,3.144574208,19,first,within,3885994.192,6.757780662
MT67,24,nothing,0.998,31,998,2.999130541,2.999130541,2,second,boundary,3381826.49,5.881028259
MT67,25,nothing,0.741,31,741,2.869818208,2.869818208,3,second,within,3882150.485,6.751096419
MT67,26,nothing,0.71,31,710,2.851258349,2.851258349,4,second,within,4296483.591,7.47162561
MT67,27,nothing,0.545,31,545,2.736396502,2.736396502,5,second,within,4031697.099,7.011159396
MT67,28,nothing,0.41,31,410,2.612783857,2.612783857,6,second,within,4639716.692,8.06851122
MT67,29,nothing,0.43,31,430,2.633468456,2.633468456,7,second,within,5105712.6,8.878882513
MT67,30,nothing,0.815,31,815,2.911157609,2.911157609,8,second,within,6466129.029,11.24465955
MT67,31,nothing,0.638,31,638,2.804820679,2.804820679,9,second,boundary,5526230.268,9.610166715
MT67,32,nothing,0.371,31,371,2.56937391,2.56937391,10,second,within,5664133.439,9.849981634
MT67,33,nothing,0.371,31,371,2.56937391,2.56937391,11,second,within,5079969.27,8.834114618
MT67,34,nothing,0.355,31,355,2.550228353,2.550228353,12,second,within,4574287.827,7.954729805
MT67,35,nothing,0.332,31,332,2.521138084,2.521138084,13,second,within,3920132.597,6.817147671
MT67,36,nothing,0.374,31,374,2.572871602,2.572871602,14,second,within,3760258.053,6.539124327
MT67,37,nothing,0.374,31,374,2.572871602,2.572871602,15,second,within,3688629.216,6.414561102
MT67,38,nothing,0.398,31,398,2.599883072,2.599883072,16,second,within,3413116.095,5.935441178
MT67,39,nothing,0.766,31,766,2.88422877,2.88422877,17,second,boundary,3009250.871,5.233115733
MT67,40,nothing,0.422,31,422,2.625312451,2.625312451,18,second,within,3632366.182,6.316719153
MT67,41,nothing,1.212,31,1212,3.08350262,3.08350262,19,second,within,3885994.192,6.757780662
NL49,3,straight,1.769,36,1769,3.247727833,3.247727833,2,first,boundary,2100816.677,3.653340075
NL49,4,straight,1.36,36,1360,3.133538908,3.133538908,3,first,within,2540182.271,4.417401
NL49,5,straight,1.104,36,1104,3.042969073,3.042969073,4,first,within,2855130.673,4.96509925
NL49,6,straight,1.011,36,1011,3.004751156,3.004751156,5,first,within,2170487.839,3.774498885
NL49,7,straight,0.87,36,870,2.939519253,2.939519253,6,first,within,2750928.547,4.783890768
NL49,8,straight,1.981,36,1981,3.296884476,3.296884476,7,first,within,2848838.563,4.954157212
NL49,9,straight,0.779,36,779,2.891537458,2.891537458,8,first,within,2861937.389,4.976936194
NL49,10,straight,0.94,36,940,2.973127854,2.973127854,9,first,boundary,3281474.485,5.706515173
NL49,11,straight,0.668,36,668,2.824776462,2.824776462,10,first,within,2725385.892,4.739471849
NL49,12,straight,0.488,36,488,2.688419822,2.688419822,11,first,within,3071174.187,5.340800965
NL49,13,straight,1.052,36,1052,3.02201574,3.02201574,12,first,within,2919486.232,5.077014176
NL49,14,straight,0.528,36,528,2.722633923,2.722633923,13,first,within,2850562.081,4.957154426
NL49,15,straight,0.562,36,562,2.749736316,2.749736316,14,first,within,2950079.175,5.130215594
NL49,16,straight,0.707,36,707,2.849419414,2.849419414,15,first,within,3058855.145,5.319378035
NL49,17,straight,0.477,36,477,2.678518379,2.678518379,16,first,within,2920139.348,5.078149951
NL49,18,straight,1.554,36,1554,3.191451014,3.191451014,17,first,boundary,2631071.776,4.575458709
NL49,19,straight,0.737,36,737,2.867467488,2.867467488,18,first,within,3168435.068,5.509938557
NL49,20,straight,1.194,36,1194,3.077004327,3.077004327,19,first,within,3096749.694,5.385277014
NL49,24,straight,1.495,36,1495,3.174641193,3.174641193,2,second,boundary,2100816.677,3.653340075
NL49,25,straight,0.73,36,730,2.86332286,2.86332286,3,second,within,2540182.271,4.417401
NL49,26,straight,0.972,36,972,2.987666265,2.987666265,4,second,within,2855130.673,4.96509925
NL49,27,straight,0.803,36,803,2.904715545,2.904715545,5,second,within,2170487.839,3.774498885
NL49,28,straight,2.058,36,2058,3.31344537,3.31344537,6,second,within,2750928.547,4.783890768
NL49,29,straight,2.029,36,2029,3.307282047,3.307282047,7,second,within,2848838.563,4.954157212
NL49,30,straight,1.45,36,1450,3.161368002,3.161368002,8,second,within,2861937.389,4.976936194
NL49,31,straight,0.765,36,765,2.883661435,2.883661435,9,second,boundary,3281474.485,5.706515173
NL49,32,straight,0.829,36,829,2.918554531,2.918554531,10,second,within,2725385.892,4.739471849
NL49,33,straight,0.587,36,587,2.768638101,2.768638101,11,second,within,3071174.187,5.340800965
NL49,34,straight,1.275,36,1275,3.105510185,3.105510185,12,second,within,2919486.232,5.077014176
NL49,35,straight,0.782,36,782,2.893206753,2.893206753,13,second,within,2850562.081,4.957154426
NL49,36,straight,2.173,36,2173,3.337059726,3.337059726,14,second,within,2950079.175,5.130215594
NL49,37,straight,0.268,36,268,2.428134794,2.428134794,15,second,within,3058855.145,5.319378035
NL49,38,straight,0.672,36,672,2.827369273,2.827369273,16,second,within,2920139.348,5.078149951
NL49,39,straight,1.172,36,1172,3.068927612,3.068927612,17,second,boundary,2631071.776,4.575458709
NL49,40,straight,2.227,36,2227,3.347720217,3.347720217,18,second,within,3168435.068,5.509938557
NL49,41,straight,4.63,36,4630,3.665580991,3.665580991,19,second,within,3096749.694,5.385277014
PE60,3,nothing,0.654,49,654,2.815577748,2.815577748,2,first,boundary,3381826.49,5.881028259
PE60,4,nothing,0.586,49,586,2.767897616,2.767897616,3,first,within,3882150.485,6.751096419
PE60,5,nothing,0.657,49,657,2.81756537,2.81756537,4,first,within,4296483.591,7.47162561
PE60,6,nothing,1.094,49,1094,3.039017322,3.039017322,5,first,within,4031697.099,7.011159396
PE60,7,nothing,0.558,49,558,2.746634199,2.746634199,6,first,within,4639716.692,8.06851122
PE60,8,nothing,0.43,49,430,2.633468456,2.633468456,7,first,within,5105712.6,8.878882513
PE60,9,nothing,0.759,49,759,2.880241776,2.880241776,8,first,within,6466129.029,11.24465955
PE60,10,nothing,0.496,49,496,2.695481676,2.695481676,9,first,boundary,5526230.268,9.610166715
PE60,11,nothing,0.491,49,491,2.691081492,2.691081492,10,first,within,5664133.439,9.849981634
PE60,12,nothing,0.574,49,574,2.758911892,2.758911892,11,first,within,5079969.27,8.834114618
PE60,13,nothing,0.615,49,615,2.788875116,2.788875116,12,first,within,4574287.827,7.954729805
PE60,14,nothing,0.436,49,436,2.639486489,2.639486489,13,first,within,3920132.597,6.817147671
PE60,15,nothing,0.483,49,483,2.683947131,2.683947131,14,first,within,3760258.053,6.539124327
PE60,16,nothing,0.59,49,590,2.770852012,2.770852012,15,first,within,3688629.216,6.414561102
PE60,17,nothing,0.678,49,678,2.831229694,2.831229694,16,first,within,3413116.095,5.935441178
PE60,18,nothing,0.593,49,593,2.773054693,2.773054693,17,first,boundary,3009250.871,5.233115733
PE60,19,nothing,0.961,49,961,2.982723388,2.982723388,18,first,within,3632366.182,6.316719153
PE60,20,nothing,0.585,49,585,2.767155866,2.767155866,19,first,within,3885994.192,6.757780662
PE60,24,nothing,0.704,49,704,2.847572659,2.847572659,2,second,boundary,3381826.49,5.881028259
PE60,25,nothing,0.555,49,555,2.744292983,2.744292983,3,second,within,3882150.485,6.751096419
PE60,26,nothing,0.739,49,739,2.868644438,2.868644438,4,second,within,4296483.591,7.47162561
PE60,27,nothing,0.781,49,781,2.892651034,2.892651034,5,second,within,4031697.099,7.011159396
PE60,28,nothing,0.565,49,565,2.752048448,2.752048448,6,second,within,4639716.692,8.06851122
PE60,29,nothing,1.189,49,1189,3.075181855,3.075181855,7,second,within,5105712.6,8.878882513
PE60,30,nothing,0.363,49,363,2.559906625,2.559906625,8,second,within,6466129.029,11.24465955
PE60,31,nothing,3.493,49,3493,3.543198586,3.543198586,9,second,boundary,5526230.268,9.610166715
PE60,32,nothing,0.725,49,725,2.860338007,2.860338007,10,second,within,5664133.439,9.849981634
PE60,33,nothing,0.523,49,523,2.718501689,2.718501689,11,second,within,5079969.27,8.834114618
PE60,34,nothing,0.729,49,729,2.862727528,2.862727528,12,second,within,4574287.827,7.954729805
PE60,35,nothing,1.442,49,1442,3.15896526,3.15896526,13,second,within,3920132.597,6.817147671
PE60,36,nothing,1.295,49,1295,3.112269768,3.112269768,14,second,within,3760258.053,6.539124327
PE60,37,nothing,0.893,49,893,2.950851459,2.950851459,15,second,within,3688629.216,6.414561102
PE60,38,nothing,4.301,49,4301,3.633569443,3.633569443,16,second,within,3413116.095,5.935441178
PE60,39,nothing,0.933,49,933,2.969881644,2.969881644,17,second,boundary,3009250.871,5.233115733
PE60,40,nothing,0.581,49,581,2.764176132,2.764176132,18,second,within,3632366.182,6.316719153
PE60,41,nothing,0.557,49,557,2.745855195,2.745855195,19,second,within,3885994.192,6.757780662
PG31,3,straight,0.445,33,445,2.648360011,2.648360011,2,first,boundary,2100816.677,3.653340075
PG31,4,straight,0.507,33,507,2.705007959,2.705007959,3,first,within,2540182.271,4.417401
PG31,5,straight,0.605,33,605,2.781755375,2.781755375,4,first,within,2855130.673,4.96509925
PG31,6,straight,0.413,33,413,2.615950052,2.615950052,5,first,within,2170487.839,3.774498885
PG31,7,straight,1.084,33,1084,3.035029282,3.035029282,6,first,within,2750928.547,4.783890768
PG31,8,straight,0.43,33,430,2.633468456,2.633468456,7,first,within,2848838.563,4.954157212
PG31,9,straight,0.508,33,508,2.705863712,2.705863712,8,first,within,2861937.389,4.976936194
PG31,10,straight,2.463,33,2463,3.391464412,3.391464412,9,first,boundary,3281474.485,5.706515173
PG31,11,straight,0.526,33,526,2.720985744,2.720985744,10,first,within,2725385.892,4.739471849
PG31,12,straight,0.508,33,508,2.705863712,2.705863712,11,first,within,3071174.187,5.340800965
PG31,13,straight,0.471,33,471,2.673020907,2.673020907,12,first,within,2919486.232,5.077014176
PG31,14,straight,0.907,33,907,2.957607287,2.957607287,13,first,within,2850562.081,4.957154426
PG31,15,straight,0.39,33,390,2.591064607,2.591064607,14,first,within,2950079.175,5.130215594
PG31,16,straight,0.845,33,845,2.926856709,2.926856709,15,first,within,3058855.145,5.319378035
PG31,17,straight,0.358,33,358,2.553883027,2.553883027,16,first,within,2920139.348,5.078149951
PG31,18,straight,0.475,33,475,2.67669361,2.67669361,17,first,boundary,2631071.776,4.575458709
PG31,19,straight,3.4,33,3400,3.531478917,3.531478917,18,first,within,3168435.068,5.509938557
PG31,20,straight,0.387,33,387,2.587710965,2.587710965,19,first,within,3096749.694,5.385277014
PG31,24,straight,1.191,33,1191,3.075911761,3.075911761,2,second,boundary,2100816.677,3.653340075
PG31,25,straight,0.478,33,478,2.679427897,2.679427897,3,second,within,2540182.271,4.417401
PG31,26,straight,0.474,33,474,2.675778342,2.675778342,4,second,within,2855130.673,4.96509925
PG31,27,straight,0.511,33,511,2.7084209,2.7084209,5,second,within,2170487.839,3.774498885
PG31,28,straight,0.449,33,449,2.652246341,2.652246341,6,second,within,2750928.547,4.783890768
PG31,29,straight,0.406,33,406,2.608526034,2.608526034,7,second,within,2848838.563,4.954157212
PG31,30,straight,1.557,33,1557,3.192288613,3.192288613,8,second,within,2861937.389,4.976936194
PG31,31,straight,1.117,33,1117,3.048053173,3.048053173,9,second,boundary,3281474.485,5.706515173
PG31,32,straight,1.758,33,1758,3.245018871,3.245018871,10,second,within,2725385.892,4.739471849
PG31,33,straight,1.614,33,1614,3.20790353,3.20790353,11,second,within,3071174.187,5.340800965
PG31,34,straight,0.508,33,508,2.705863712,2.705863712,12,second,within,2919486.232,5.077014176
PG31,35,straight,0.942,33,942,2.974050903,2.974050903,13,second,within,2850562.081,4.957154426
PG31,36,straight,0.503,33,503,2.701567985,2.701567985,14,second,within,2950079.175,5.130215594
PG31,37,straight,1.242,33,1242,3.094121596,3.094121596,15,second,within,3058855.145,5.319378035
PG31,38,straight,0.607,33,607,2.783188691,2.783188691,16,second,within,2920139.348,5.078149951
PG31,39,straight,0.59,33,590,2.770852012,2.770852012,17,second,boundary,2631071.776,4.575458709
PG31,40,straight,1.269,33,1269,3.103461622,3.103461622,18,second,within,3168435.068,5.509938557
PG31,41,straight,0.36,33,360,2.556302501,2.556302501,19,second,within,3096749.694,5.385277014
PW96,3,straight,0.973,43,973,2.98811284,2.98811284,2,first,boundary,2100816.677,3.653340075
PW96,4,straight,0.869,43,869,2.939019776,2.939019776,3,first,within,2540182.271,4.417401
PW96,5,straight,0.857,43,857,2.932980822,2.932980822,4,first,within,2855130.673,4.96509925
PW96,6,straight,0.869,43,869,2.939019776,2.939019776,5,first,within,2170487.839,3.774498885
PW96,7,straight,0.817,43,817,2.912222057,2.912222057,6,first,within,2750928.547,4.783890768
PW96,8,straight,0.814,43,814,2.910624405,2.910624405,7,first,within,2848838.563,4.954157212
PW96,9,straight,0.973,43,973,2.98811284,2.98811284,8,first,within,2861937.389,4.976936194
PW96,10,straight,0.805,43,805,2.90579588,2.90579588,9,first,boundary,3281474.485,5.706515173
PW96,11,straight,0.835,43,835,2.921686475,2.921686475,10,first,within,2725385.892,4.739471849
PW96,12,straight,0.728,43,728,2.862131379,2.862131379,11,first,within,3071174.187,5.340800965
PW96,13,straight,0.794,43,794,2.899820502,2.899820502,12,first,within,2919486.232,5.077014176
PW96,14,straight,0.785,43,785,2.894869657,2.894869657,13,first,within,2850562.081,4.957154426
PW96,15,straight,0.72,43,720,2.857332496,2.857332496,14,first,within,2950079.175,5.130215594
PW96,16,straight,0.643,43,643,2.808210973,2.808210973,15,first,within,3058855.145,5.319378035
PW96,17,straight,0.73,43,730,2.86332286,2.86332286,16,first,within,2920139.348,5.078149951
PW96,18,straight,0.761,43,761,2.881384657,2.881384657,17,first,boundary,2631071.776,4.575458709
PW96,19,straight,1.248,43,1248,3.096214585,3.096214585,18,first,within,3168435.068,5.509938557
PW96,20,straight,0.581,43,581,2.764176132,2.764176132,19,first,within,3096749.694,5.385277014
PW96,24,straight,0.783,43,783,2.893761762,2.893761762,2,second,boundary,2100816.677,3.653340075
PW96,25,straight,0.67,43,670,2.826074803,2.826074803,3,second,within,2540182.271,4.417401
PW96,26,straight,1.002,43,1002,3.000867722,3.000867722,4,second,within,2855130.673,4.96509925
PW96,27,straight,0.584,43,584,2.766412847,2.766412847,5,second,within,2170487.839,3.774498885
PW96,28,straight,0.664,43,664,2.822168079,2.822168079,6,second,within,2750928.547,4.783890768
PW96,29,straight,0.684,43,684,2.835056102,2.835056102,7,second,within,2848838.563,4.954157212
PW96,30,straight,0.72,43,720,2.857332496,2.857332496,8,second,within,2861937.389,4.976936194
PW96,31,straight,0.85,43,850,2.929418926,2.929418926,9,second,boundary,3281474.485,5.706515173
PW96,32,straight,0.878,43,878,2.943494516,2.943494516,10,second,within,2725385.892,4.739471849
PW96,33,straight,0.702,43,702,2.846337112,2.846337112,11,second,within,3071174.187,5.340800965
PW96,34,straight,1.276,43,1276,3.105850674,3.105850674,12,second,within,2919486.232,5.077014176
PW96,35,straight,0.663,43,663,2.821513528,2.821513528,13,second,within,2850562.081,4.957154426
PW96,36,straight,0.548,43,548,2.738780558,2.738780558,14,second,within,2950079.175,5.130215594
